Gene	Factor	Family	Position	Relative orientation	Relative distance	Max. Score	Threshold Score	Score
At5g40800.1	ABI3	ABI3/VP1	16352077	-	779	n.a.	n.a.	n.a.
At5g41210.1	ABI3	ABI3/VP1	16512409	+	-1187	n.a.	n.a.	n.a.
At5g41220.1	ABI3	ABI3/VP1	16516139	+	-1843	n.a.	n.a.	n.a.
At5g41220.1	ABI3	ABI3/VP1	16512409	+	1887	n.a.	n.a.	n.a.
At5g41240.1	ABI3	ABI3/VP1	16516139	+	1947	n.a.	n.a.	n.a.
At5g41420.1	ABI3	ABI3/VP1	16601574	-	970	n.a.	n.a.	n.a.
At5g41430.1	ABI3	ABI3/VP1	16601574	-	2258	n.a.	n.a.	n.a.
At5g42370.1	ABI3	ABI3/VP1	16959327	-	-374	n.a.	n.a.	n.a.
At5g42380.1	ABI3	ABI3/VP1	16959327	-	1267	n.a.	n.a.	n.a.
At5g43040.1	ABI3	ABI3/VP1	17281976	-	872	n.a.	n.a.	n.a.
At5g44120.1	ABI3	ABI3/VP1	17775719	+	-217	n.a.	n.a.	n.a.
At5g44210.1	ABI3	ABI3/VP1	17826525	+	2826	n.a.	n.a.	n.a.
At5g44220.1	ABI3	ABI3/VP1	17826525	+	-1179	n.a.	n.a.	n.a.
At5g44418.1	ABI3	ABI3/VP1	17924536	-	-875	n.a.	n.a.	n.a.
At5g44420.1	ABI3	ABI3/VP1	17924536	-	289	n.a.	n.a.	n.a.
At5g44420.1	ABI3	ABI3/VP1	17926412	-	-1587	n.a.	n.a.	n.a.
At5g44430.1	ABI3	ABI3/VP1	17924536	-	2198	n.a.	n.a.	n.a.
At5g44430.1	ABI3	ABI3/VP1	17926412	-	322	n.a.	n.a.	n.a.
At5g44440.1	ABI3	ABI3/VP1	17926412	-	3127	n.a.	n.a.	n.a.
At5g44574.1	ABI3	ABI3/VP1	17990406	-	2486	n.a.	n.a.	n.a.
At5g44575.1	ABI3	ABI3/VP1	17990406	-	-659	n.a.	n.a.	n.a.
At5g44875.1	ABI3	ABI3/VP1	18136907	+	-1651	n.a.	n.a.	n.a.
At5g45300.1	ABI3	ABI3/VP1	18373925	-	3085	n.a.	n.a.	n.a.
At5g45300.1	ABI3	ABI3/VP1	18373800	+	2960	n.a.	n.a.	n.a.
At5g45307.1	ABI3	ABI3/VP1	18373800	-	2320	n.a.	n.a.	n.a.
At5g45307.1	ABI3	ABI3/VP1	18373925	+	2195	n.a.	n.a.	n.a.
At5g45490.1	ABI3	ABI3/VP1	18451462	-	3232	n.a.	n.a.	n.a.
At5g45500.1	ABI3	ABI3/VP1	18451462	+	1227	n.a.	n.a.	n.a.
At5g45830.1	ABI3	ABI3/VP1	18609120	-	-493	n.a.	n.a.	n.a.
At5g45840.1	ABI3	ABI3/VP1	18612212	-	2236	n.a.	n.a.	n.a.
At5g46665.1	ABI3	ABI3/VP1	18956769	+	-1197	n.a.	n.a.	n.a.
At5g46670.1	ABI3	ABI3/VP1	18956769	-	501	n.a.	n.a.	n.a.
At5g46680.1	ABI3	ABI3/VP1	18956769	-	-1427	n.a.	n.a.	n.a.
At5g46720.1	ABI3	ABI3/VP1	18979239	-	2843	n.a.	n.a.	n.a.
At5g46730.1	ABI3	ABI3/VP1	18979239	-	-2000	n.a.	n.a.	n.a.
At5g46990.1	ABI3	ABI3/VP1	19085857	-	-375	n.a.	n.a.	n.a.
At5g47000.1	ABI3	ABI3/VP1	19085857	-	1703	n.a.	n.a.	n.a.
At5g47450.1	ABI3	ABI3/VP1	19267644	+	-913	n.a.	n.a.	n.a.
At5g47455.1	ABI3	ABI3/VP1	19267644	-	-305	n.a.	n.a.	n.a.
At5g47460.1	ABI3	ABI3/VP1	19267644	+	3776	n.a.	n.a.	n.a.
At5g47720.1	ABI3	ABI3/VP1	19351699	-	2847	n.a.	n.a.	n.a.
At5g47730.1	ABI3	ABI3/VP1	19351699	+	2628	n.a.	n.a.	n.a.
At5g47860.1	ABI3	ABI3/VP1	19402603	-	3858	n.a.	n.a.	n.a.
At5g47870.1	ABI3	ABI3/VP1	19402603	+	492	n.a.	n.a.	n.a.
At5g47880.1	ABI3	ABI3/VP1	19402603	+	3185	n.a.	n.a.	n.a.
At5g48060.1	ABI3	ABI3/VP1	19495057	-	2535	n.a.	n.a.	n.a.
At5g48070.1	ABI3	ABI3/VP1	19501304	-	1972	n.a.	n.a.	n.a.
At5g48080.1	ABI3	ABI3/VP1	19501304	-	-87	n.a.	n.a.	n.a.
At5g48090.1	ABI3	ABI3/VP1	19501304	-	-1156	n.a.	n.a.	n.a.
At5g48870.1	ABI3	ABI3/VP1	19833772	-	3208	n.a.	n.a.	n.a.
At5g48880.1	ABI3	ABI3/VP1	19833772	+	1351	n.a.	n.a.	n.a.
At5g49100.1	ABI3	ABI3/VP1	19917214	+	-874	n.a.	n.a.	n.a.
At5g49110.1	ABI3	ABI3/VP1	19917214	-	-215	n.a.	n.a.	n.a.
At5g49170.1	ABI3	ABI3/VP1	19957088	+	-291	n.a.	n.a.	n.a.
At5g49180.1	ABI3	ABI3/VP1	19957088	+	3145	n.a.	n.a.	n.a.
At5g49555.1	ABI3	ABI3/VP1	20128084	+	-222	n.a.	n.a.	n.a.
At5g49560.1	ABI3	ABI3/VP1	20128084	+	927	n.a.	n.a.	n.a.
At5g49690.1	ABI3	ABI3/VP1	20208841	-	-225	n.a.	n.a.	n.a.
At5g49700.1	ABI3	ABI3/VP1	20208841	+	-984	n.a.	n.a.	n.a.
At5g49830.1	ABI3	ABI3/VP1	20270119	+	2146	n.a.	n.a.	n.a.
At5g51300.1	ABI3	ABI3/VP1	20870356	+	-796	n.a.	n.a.	n.a.
At5g51310.1	ABI3	ABI3/VP1	20870356	+	1588	n.a.	n.a.	n.a.
At5g51490.1	ABI3	ABI3/VP1	20932688	+	144	n.a.	n.a.	n.a.
At5g51760.1	ABI3	ABI3/VP1	21042386	-	-1756	n.a.	n.a.	n.a.
At5g51780.1	ABI3	ABI3/VP1	21055326	-	3277	n.a.	n.a.	n.a.
At5g51790.1	ABI3	ABI3/VP1	21055326	-	-1662	n.a.	n.a.	n.a.
At5g51820.1	ABI3	ABI3/VP1	21083115	-	2168	n.a.	n.a.	n.a.
At5g53190.1	ABI3	ABI3/VP1	21593129	+	-1574	n.a.	n.a.	n.a.
At5g53190.1	ABI3	ABI3/VP1	21593133	-	-1578	n.a.	n.a.	n.a.
At5g53740.1	ABI3	ABI3/VP1	21829304	+	445	n.a.	n.a.	n.a.
At5g53742.1	ABI3	ABI3/VP1	21829304	+	-1593	n.a.	n.a.	n.a.
At5g54620.1	ABI3	ABI3/VP1	22208504	+	-1532	n.a.	n.a.	n.a.
At5g54630.1	ABI3	ABI3/VP1	22208504	+	3030	n.a.	n.a.	n.a.
At5g54730.1	ABI3	ABI3/VP1	22256462	+	-1895	n.a.	n.a.	n.a.
At5g54740.1	ABI3	ABI3/VP1	22256462	+	-49	n.a.	n.a.	n.a.
At5g54745.1	ABI3	ABI3/VP1	22256462	+	1997	n.a.	n.a.	n.a.
At5g55110.1	ABI3	ABI3/VP1	22384388	-	-708	n.a.	n.a.	n.a.
At5g55120.1	ABI3	ABI3/VP1	22384388	-	-1933	n.a.	n.a.	n.a.
At5g55160.1	ABI3	ABI3/VP1	22403911	+	-1760	n.a.	n.a.	n.a.
At5g55160.1	ABI3	ABI3/VP1	22403915	-	-1764	n.a.	n.a.	n.a.
At5g55170.1	ABI3	ABI3/VP1	22403915	-	-575	n.a.	n.a.	n.a.
At5g55170.1	ABI3	ABI3/VP1	22403911	+	-571	n.a.	n.a.	n.a.
At5g55470.1	ABI3	ABI3/VP1	22490913	-	-981	n.a.	n.a.	n.a.
At5g55480.1	ABI3	ABI3/VP1	22490913	+	-543	n.a.	n.a.	n.a.
At5g55610.1	ABI3	ABI3/VP1	22545693	+	2660	n.a.	n.a.	n.a.
At5g55610.1	ABI3	ABI3/VP1	22545669	+	2636	n.a.	n.a.	n.a.
At5g55620.1	ABI3	ABI3/VP1	22545693	+	-1735	n.a.	n.a.	n.a.
At5g55620.1	ABI3	ABI3/VP1	22545669	+	-1759	n.a.	n.a.	n.a.
At5g55770.1	ABI3	ABI3/VP1	22590467	-	1596	n.a.	n.a.	n.a.
At5g56605.1	ABI3	ABI3/VP1	22936066	-	3549	n.a.	n.a.	n.a.
At5g56610.1	ABI3	ABI3/VP1	22936066	-	2130	n.a.	n.a.	n.a.
At5g56620.1	ABI3	ABI3/VP1	22936066	+	2299	n.a.	n.a.	n.a.
At5g56730.1	ABI3	ABI3/VP1	22971485	-	-1683	n.a.	n.a.	n.a.
At5g56740.1	ABI3	ABI3/VP1	22971485	-	1405	n.a.	n.a.	n.a.
At5g56745.1	ABI3	ABI3/VP1	22971485	+	-1582	n.a.	n.a.	n.a.
At5g57530.1	ABI3	ABI3/VP1	23319694	+	-863	n.a.	n.a.	n.a.
At5g57535.1	ABI3	ABI3/VP1	23319694	+	81	n.a.	n.a.	n.a.
At5g57540.1	ABI3	ABI3/VP1	23319694	+	1581	n.a.	n.a.	n.a.
At5g57550.1	ABI3	ABI3/VP1	23325247	+	-1600	n.a.	n.a.	n.a.
At5g57560.1	ABI3	ABI3/VP1	23325247	+	261	n.a.	n.a.	n.a.
At5g57610.1	ABI3	ABI3/VP1	23344097	+	1564	n.a.	n.a.	n.a.
At5g57660.1	ABI3	ABI3/VP1	23376010	+	3320	n.a.	n.a.	n.a.
At5g58060.1	ABI3	ABI3/VP1	23517454	+	2089	n.a.	n.a.	n.a.
At5g58070.1	ABI3	ABI3/VP1	23517454	-	981	n.a.	n.a.	n.a.
At5g58080.1	ABI3	ABI3/VP1	23517454	-	3915	n.a.	n.a.	n.a.
At5g58100.1	ABI3	ABI3/VP1	23527327	-	2447	n.a.	n.a.	n.a.
At5g58390.1	ABI3	ABI3/VP1	23619658	+	-1107	n.a.	n.a.	n.a.
At5g58410.1	ABI3	ABI3/VP1	23627910	-	1021	n.a.	n.a.	n.a.
At5g58460.1	ABI3	ABI3/VP1	23652260	+	3	n.a.	n.a.	n.a.
At5g58465.1	ABI3	ABI3/VP1	23652260	-	-1913	n.a.	n.a.	n.a.
At5g58610.1	ABI3	ABI3/VP1	23705898	+	2381	n.a.	n.a.	n.a.
At5g58782.1	ABI3	ABI3/VP1	23756687	+	7	n.a.	n.a.	n.a.
At5g58784.1	ABI3	ABI3/VP1	23756687	+	1533	n.a.	n.a.	n.a.
At5g59090.1	ABI3	ABI3/VP1	23873563	+	-1062	n.a.	n.a.	n.a.
At5g60966.1	ABI3	ABI3/VP1	24551653	+	2760	n.a.	n.a.	n.a.
At5g60970.1	ABI3	ABI3/VP1	24551653	-	2620	n.a.	n.a.	n.a.
At5g61605.1	ABI3	ABI3/VP1	24787204	-	-968	n.a.	n.a.	n.a.
At5g61610.1	ABI3	ABI3/VP1	24787204	+	-121	n.a.	n.a.	n.a.
At5g63110.1	ABI3	ABI3/VP1	25336917	+	-1344	n.a.	n.a.	n.a.
At5g63120.1	ABI3	ABI3/VP1	25336917	+	2574	n.a.	n.a.	n.a.
At5g64120.1	ABI3	ABI3/VP1	25675937	+	2291	n.a.	n.a.	n.a.
At5g65240.1	ABI3	ABI3/VP1	26093352	-	1524	n.a.	n.a.	n.a.
At5g65310.1	ABI3	ABI3/VP1	26122666	-	-826	n.a.	n.a.	n.a.
At5g65320.1	ABI3	ABI3/VP1	26122666	-	3286	n.a.	n.a.	n.a.
At5g65580.1	ABI3	ABI3/VP1	26228090	+	3210	n.a.	n.a.	n.a.
At5g65590.1	ABI3	ABI3/VP1	26228090	-	2272	n.a.	n.a.	n.a.
At5g66730.1	ABI3	ABI3/VP1	26661771	-	-143	n.a.	n.a.	n.a.
At5g66910.1	ABI3	ABI3/VP1	26739083	-	-601	n.a.	n.a.	n.a.
At5g66920.1	ABI3	ABI3/VP1	26739083	+	-966	n.a.	n.a.	n.a.
At5g67190.1	ABI3	ABI3/VP1	26824772	-	2143	n.a.	n.a.	n.a.
